pair_trait_uid,ti_uid,gene,pool,indication_mesh_id,indication_mesh_term,analysis_role,locked_mapping_tier,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,pops_available,non_eur_pops_available,mapping_uid,mapping_rationale,locking_reason,indication_mesh_term_pair,ccat,year_launch,supported,initial_set,replication_set,all_set,n_studies_total,n_studies_initial,n_studies_replication,n_ancestries_initial,n_ancestries_replication,n_ancestries_all,has_replication,indication_mesh_term_mapping,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,mapping_tier,clinical_domain,source_verified,candidate_status,reviewer_decision,reviewer_notes
pt_ddbc8390f184236c,ADRB2-D001249,ADRB2,A,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Launched,2004.0,True,['European'],['European'],['European'],2,2,1,1,1,1,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_c50f4f90317154a3,ADRB2-D001249,ADRB2,A,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Launched,2004.0,True,['European'],['European'],['European'],2,2,1,1,1,1,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_ff88660ee774c318,ADRB2-D006949,ADRB2,B,D006949,Hyperlipidemias,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,"CSA,EUR",CSA,map_431e4b5a762bae69,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipidemias,Phase I,,True,['European'],[],['European'],1,1,0,1,0,1,False,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_1a24e344ba18c396,ADRB2-D006949,ADRB2,B,D006949,Hyperlipidemias,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,"CSA,EUR",CSA,map_c7d4a03a9508b750,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipidemias,Phase I,,True,['European'],[],['European'],1,1,0,1,0,1,False,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_7045f2a99b33401a,ADRB2-D006949,ADRB2,B,D006949,Hyperlipidemias,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,"CSA,EUR",CSA,map_8442195d65e17d61,Circulating lipid measure directly represents the indication construct.,Locked as the single primary representation of this indication.,Hyperlipidemias,Phase I,,True,['European'],[],['European'],1,1,0,1,0,1,False,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_663ec2f70ee94941,ADRB2-D006973,ADRB2,A,D006973,Hypertension,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,"CSA,EUR",CSA,map_a10198eb08d8bca6,Blood pressure is the defining quantitative phenotype.,Retained only for prespecified sensitivity analysis.,Hypertension,Launched,2007.0,True,['European'],['European'],['European'],2,2,1,1,1,1,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_fbd75a0526023208,ADRB2-D006973,ADRB2,A,D006973,Hypertension,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25,Blood pressure is the defining quantitative phenotype.,Locked as the single primary representation of this indication.,Hypertension,Launched,2007.0,True,['European'],['European'],['European'],2,2,1,1,1,1,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_000683226a6c3b00,ADRB2-D029424,ADRB2,A,D029424,"Pulmonary Disease, Chronic Obstructive",PRIMARY,Direct disease,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,COPD,GRCh38,COPD,"AFR,AMR,EAS,EUR","AFR,AMR,EAS",map_c342a950924fe3b4,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,"Pulmonary Disease, Chronic Obstructive",Launched,2009.0,True,['European'],['European'],['European'],2,2,1,1,1,1,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Direct disease,direct_disease,True,REVIEW,,
pt_bc1c63538538dbdb,ADRB2-D029424,ADRB2,A,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Launched,2009.0,True,['European'],['European'],['European'],2,2,1,1,1,1,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_fe332da53f44b65d,ADRB2-D029424,ADRB2,A,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Launched,2009.0,True,['European'],['European'],['European'],2,2,1,1,1,1,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_78960f1e6242669b,AGT-D006973,AGT,A,D006973,Hypertension,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,"CSA,EUR",CSA,map_a10198eb08d8bca6,Blood pressure is the defining quantitative phenotype.,Retained only for prespecified sensitivity analysis.,Hypertension,Launched,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other' 'Other Asian' 'South Asian']",['European' 'NR'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other' 'Other Asian' 'South Asian']",19,19,6,8,1,8,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_17c8beccd13942da,AGT-D006973,AGT,A,D006973,Hypertension,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25,Blood pressure is the defining quantitative phenotype.,Locked as the single primary representation of this indication.,Hypertension,Launched,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other' 'Other Asian' 'South Asian']",['European' 'NR'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other' 'Other Asian' 'South Asian']",19,19,6,8,1,8,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_db58d2a1b8c0cfb6,ALDH2-D051437,ALDH2,B,D051437,Renal Insufficiency,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,"CSA,EUR,MID","CSA,MID",map_41141be048611074,eGFR and renal filtration biomarkers measure kidney function but are not the disease endpoint.,Retained only for prespecified sensitivity analysis.,Renal Insufficiency,Phase I,,True,['East Asian' 'European' 'South Asian'],['East Asian'],['East Asian' 'European' 'South Asian'],3,3,1,3,1,3,True,Renal Insufficiency,Renal Insufficiency,5,5,0,5,Proxy biomarker,renal,True,REVIEW,,
pt_cc3df9c23698c7d7,ALDH2-D051437,ALDH2,B,D051437,Renal Insufficiency,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,"CSA,EUR,MID","CSA,MID",map_f1dd1f3e7799acd4,eGFR and renal filtration biomarkers measure kidney function but are not the disease endpoint.,Retained only for prespecified sensitivity analysis.,Renal Insufficiency,Phase I,,True,['East Asian' 'European' 'South Asian'],['East Asian'],['East Asian' 'European' 'South Asian'],3,3,1,3,1,3,True,Renal Insufficiency,Renal Insufficiency,5,5,0,5,Proxy biomarker,renal,True,REVIEW,,
pt_fb92edf75ee1aba2,ALDH2-D051437,ALDH2,B,D051437,Renal Insufficiency,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,"CSA,EUR",CSA,map_60a0dd903780e9d1,eGFR and renal filtration biomarkers measure kidney function but are not the disease endpoint.,Retained only for prespecified sensitivity analysis.,Renal Insufficiency,Phase I,,True,['East Asian' 'European' 'South Asian'],['East Asian'],['East Asian' 'European' 'South Asian'],3,3,1,3,1,3,True,Renal Insufficiency,Renal Insufficiency,5,5,0,5,Proxy biomarker,renal,True,REVIEW,,
pt_b6c29c901105be21,ALDH2-D051437,ALDH2,B,D051437,Renal Insufficiency,PRIMARY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",continuous|eGFR|both_sexes||irnt,GRCh37,egfr_creatinine,"CSA,EUR,MID","CSA,MID",map_75832887e4c759b7,eGFR and renal filtration biomarkers measure kidney function but are not the disease endpoint.,Locked as the single primary representation of this indication.,Renal Insufficiency,Phase I,,True,['East Asian' 'European' 'South Asian'],['East Asian'],['East Asian' 'European' 'South Asian'],3,3,1,3,1,3,True,Renal Insufficiency,Renal Insufficiency,5,5,0,5,Proxy biomarker,renal,True,REVIEW,,
pt_5fa8664ae80b9016,ALDH2-D051437,ALDH2,B,D051437,Renal Insufficiency,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,"CSA,EUR",CSA,map_595de43d458884cd,eGFR and renal filtration biomarkers measure kidney function but are not the disease endpoint.,Retained only for prespecified sensitivity analysis.,Renal Insufficiency,Phase I,,True,['East Asian' 'European' 'South Asian'],['East Asian'],['East Asian' 'European' 'South Asian'],3,3,1,3,1,3,True,Renal Insufficiency,Renal Insufficiency,5,5,0,5,Proxy biomarker,renal,True,REVIEW,,
pt_a879d9c5c682b953,ALOX12-D013921,ALOX12,B,D013921,Thrombocytopenia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_9fca929f0496a5a9,Platelet count directly represents the indication.,Locked as the single primary representation of this indication.,Thrombocytopenia,Phase I,,True,['European'],[],['European'],1,1,0,1,0,1,False,Thrombocytopenia,Thrombocytopenia,10,10,4,6,Direct quantitative readout,hematology,True,REVIEW,,
pt_b6d8ace7b3f8564a,ALOX5-D015228,ALOX5,B,D015228,Hypertriglyceridemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915,Triglyceride concentration directly represents hypertriglyceridemia.,Locked as the single primary representation of this indication.,Hypertriglyceridemia,Phase II,,True,['European'],[],['European'],2,2,0,1,0,1,False,Hypertriglyceridemia,Hypertriglyceridemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_f3f706efaa74fe1b,ANGPTL3-D006937,ANGPTL3,B,D006937,Hypercholesterolemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,"CSA,EUR",CSA,map_505723e622d14ef9,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hypercholesterolemia,Phase II,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",54,54,15,8,6,8,True,Hypercholesterolemia,Hypercholesterolemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_f034da339058e7ef,ANGPTL3-D006937,ANGPTL3,B,D006937,Hypercholesterolemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,"CSA,EUR",CSA,map_53025b2483451588,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hypercholesterolemia,Phase II,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",54,54,15,8,6,8,True,Hypercholesterolemia,Hypercholesterolemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_d6e2ae5b4ee92a9f,ANGPTL3-D006937,ANGPTL3,B,D006937,Hypercholesterolemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,"CSA,EUR",CSA,map_50cd2496568d9c63,Circulating lipid measure directly represents the indication construct.,Locked as the single primary representation of this indication.,Hypercholesterolemia,Phase II,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",54,54,15,8,6,8,True,Hypercholesterolemia,Hypercholesterolemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_03a370e92e2b0ca9,ANGPTL3-D006938,ANGPTL3,A,D006938,Hyperlipoproteinemia Type II,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,"CSA,EUR",CSA,map_cfd704321ca3eaef,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipoproteinemia Type II,Launched,2021.0,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",54,54,15,8,6,8,True,Hyperlipoproteinemia Type II,Hyperlipoproteinemia Type II,8,8,3,5,Direct quantitative readout,lipids,True,REVIEW,,
pt_3e44361aaba020b3,ANGPTL3-D006938,ANGPTL3,A,D006938,Hyperlipoproteinemia Type II,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,"CSA,EUR",CSA,map_20c7523ee78dfeaf,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipoproteinemia Type II,Launched,2021.0,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",54,54,15,8,6,8,True,Hyperlipoproteinemia Type II,Hyperlipoproteinemia Type II,8,8,3,5,Direct quantitative readout,lipids,True,REVIEW,,
pt_b59a6b650b3ac079,ANGPTL3-D006938,ANGPTL3,A,D006938,Hyperlipoproteinemia Type II,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,"CSA,EUR",CSA,map_e773da18247036fb,Circulating lipid measure directly represents the indication construct.,Locked as the single primary representation of this indication.,Hyperlipoproteinemia Type II,Launched,2021.0,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",54,54,15,8,6,8,True,Hyperlipoproteinemia Type II,Hyperlipoproteinemia Type II,8,8,3,5,Direct quantitative readout,lipids,True,REVIEW,,
pt_768a546e9e46129a,ANGPTL3-D006949,ANGPTL3,B,D006949,Hyperlipidemias,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,"CSA,EUR",CSA,map_431e4b5a762bae69,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipidemias,Phase II,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",54,54,15,8,6,8,True,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_465145d4a1bbcc93,ANGPTL3-D006949,ANGPTL3,B,D006949,Hyperlipidemias,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,"CSA,EUR",CSA,map_c7d4a03a9508b750,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipidemias,Phase II,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Other Asian' 'South Asian']","['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",54,54,15,8,6,8,True,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
