STUDY ACCESSION	PUBMEDID	FIRST AUTHOR	DATE	INITIAL SAMPLE DESCRIPTION	REPLICATION SAMPLE DESCRIPTION	STAGE	NUMBER OF INDIVDUALS	BROAD ANCESTRAL CATEGORY	COUNTRY OF ORIGIN	COUNTRY OF RECRUITMENT	ADDITONAL ANCESTRY DESCRIPTION
GCST003816	27758888	Ingle JN	2016-10-10	6 African American recurrent cases, 134 African American controls without recurrence, 243 European ancestry recurrent cases, 4,216 European ancestry controls without recurrence, 3 Asian ancestry recurrent cases, 56 Asian ancestry controls without recurrence	NA	initial	59	Asian unspecified	NR	NR	
GCST003816	27758888	Ingle JN	2016-10-10	6 African American recurrent cases, 134 African American controls without recurrence, 243 European ancestry recurrent cases, 4,216 European ancestry controls without recurrence, 3 Asian ancestry recurrent cases, 56 Asian ancestry controls without recurrence	NA	initial	140	African American or Afro-Caribbean	NR	NR	
GCST003482	27142222	White MJ	2016-05-03	812 African American child cases, 415 African American child controls	NA	initial	1227	African American or Afro-Caribbean	NR	U.S.	
GCST003927	27454463	Jones AV	2016-11-01	1,785 European ancestry individuals with no pain, 3,478 European ancestry individuals with little pain, 4,208 European ancestry individuals with moderate pain, 2,420 European ancestry individuals with extreme pain	NA	initial	11891	European	NR	NR	
GCST003824	27723809	Matsunami K	2016-10-10	45 Japanese ancestry cases, 179 Japanese ancestry controls	40 Japanese ancestry cases, 120 Japanese ancestry controls	initial	224	East Asian	NR	Japan	
GCST003824	27723809	Matsunami K	2016-10-10	45 Japanese ancestry cases, 179 Japanese ancestry controls	40 Japanese ancestry cases, 120 Japanese ancestry controls	replication	160	East Asian	NR	NR	
GCST003868	28364478	Sulkava S	2016-10-10	176 Finnish ancestry individuals	577 Finnish ancestry individuals	replication	577	European	NR	Finland	
GCST003868	28364478	Sulkava S	2016-10-10	176 Finnish ancestry individuals	577 Finnish ancestry individuals	initial	176	European	NR	Finland	
GCST005042	29029846	Schormair B	2017-11-01	15,126 European ancestry cases, 95,725 European ancestry controls	30,770 European ancestry cases, 286,913 European ancestry controls	initial	110851	European	NR	Canada, U.S., U.K., NR	
GCST005042	29029846	Schormair B	2017-11-01	15,126 European ancestry cases, 95,725 European ancestry controls	30,770 European ancestry cases, 286,913 European ancestry controls	replication	317683	European	NR	NR	
GCST006036	29031612	Hirata J	2017-10-12	282 Japanese ancestry cases, 426 Japanese ancestry controls	320 Japanese ancestry cases, 1,622 Japanese ancestry controls	initial	708	East Asian	Japan	Japan	
GCST006036	29031612	Hirata J	2017-10-12	282 Japanese ancestry cases, 426 Japanese ancestry controls	320 Japanese ancestry cases, 1,622 Japanese ancestry controls	replication	1942	East Asian	Japan	Japan	
GCST006288	28869591	Kemp JP	2017-09-04	76,067 European ancestry women, 66,420 European ancestry men	NA	initial	142487	European	NR	U.K.	
GCST004786	28783044	Ware JS	2017-08-07	48 European ancestry cases, 2,905 European ancestry controls	94 European ancestry cases, 106 European ancestry controls	initial	2953	European	NR	U.K.	
GCST004786	28783044	Ware JS	2017-08-07	48 European ancestry cases, 2,905 European ancestry controls	94 European ancestry cases, 106 European ancestry controls	replication	200	European	NR	U.K.	
GCST005963	29868224	Sallah N	2017-11-27	1,473 Ugandan ancestry individuals, 2,162 European ancestry individuals	NA	initial	1473	Sub-Saharan African	NR	Uganda	Ugandan
GCST005963	29868224	Sallah N	2017-11-27	1,473 Ugandan ancestry individuals, 2,162 European ancestry individuals	NA	initial	2162	European	NR	NR	
GCST005941	29868224	Sallah N	2017-11-27	1,201 Ugandan ancestry cases, 361 Ugandan ancestry controls	NA	initial	1562	Sub-Saharan African	NR	Uganda	Ugandan
GCST005942	29868224	Sallah N	2017-11-27	1,473 Ugandan ancestry individuals	NA	initial	1473	Sub-Saharan African	NR	Uganda	Ugandan
GCST005944	29868224	Sallah N	2017-11-27	1,344 Ugandan ancestry cases, 218 Ugandan ancestry controls	NA	initial	1562	Sub-Saharan African	NR	Uganda	Ugandan
GCST005943	29868224	Sallah N	2017-11-27	1,473 Ugandan ancestry individuals	NA	initial	1473	Sub-Saharan African	NR	Uganda	Ugandan
GCST005348	29304378	Medina-Gomez C	2018-01-04	56,284 European ancestry individuals, up to 1,333 African American individuals, up to 9,328 admixed individuals	NA	initial	1333	African American or Afro-Caribbean	NR	U.S.	
GCST005348	29304378	Medina-Gomez C	2018-01-04	56,284 European ancestry individuals, up to 1,333 African American individuals, up to 9,328 admixed individuals	NA	initial	9328	NR	NR	U.S., Australia, Netherlands, Brazil	Multi-ethnic, admixed
GCST005348	29304378	Medina-Gomez C	2018-01-04	56,284 European ancestry individuals, up to 1,333 African American individuals, up to 9,328 admixed individuals	NA	initial	56284	European	NR	U.S., Australia, Netherlands, Denmark, Finland, Iceland, Sweden, U.K., NR	Northern European, Icelandic
GCST005345	29304378	Medina-Gomez C	2018-01-04	11,807 European and unknown ancestry individuals	NA	initial	11807	European, NR	NR	Netherlands, Denmark, Finland, U.K., NR	
GCST005344	29304378	Medina-Gomez C	2018-01-04	4,180 European and unknown ancestry individuals	NA	initial	4180	European, NR	NR	Australia, Netherlands, Brazil, Iceland, Sweden, U.K.	
GCST005346	29304378	Medina-Gomez C	2018-01-04	10,062 European and unknown ancestry individuals	NA	initial	10062	European, NR	NR	Netherlands, Brazil, Iceland, U.K., NR	
GCST005350	29304378	Medina-Gomez C	2018-01-04	18,805 European individuals	NA	initial	18805	European	NR	Netherlands, U.K., NR	
GCST005349	29304378	Medina-Gomez C	2018-01-04	22,504 European ancestry and African American individuals	NA	initial	22504	European, African American or Afro-Caribbean	NR	U.S., Netherlands, Iceland, Sweden, U.K., NR	
GCST005336	29293537	Gorlova OY	2018-01-02	1,833 European ancestry cases, 3,466 European ancestry controls, 291 African American cases, 260 African American controls	NA	initial	5299	European	NR	U.S., Spain	
GCST005336	29293537	Gorlova OY	2018-01-02	1,833 European ancestry cases, 3,466 European ancestry controls, 291 African American cases, 260 African American controls	NA	initial	551	African American or Afro-Caribbean	NR	U.S.	
GCST005334	29293537	Gorlova OY	2018-01-02	1,087 European ancestry cases, 3,466 European ancestry controls, 82 African American cases, 260 African American controls	NA	initial	4553	European	NR	U.S., Spain	
GCST005334	29293537	Gorlova OY	2018-01-02	1,087 European ancestry cases, 3,466 European ancestry controls, 82 African American cases, 260 African American controls	NA	initial	342	African American or Afro-Caribbean	NR	U.S.	
GCST005335	29293537	Gorlova OY	2018-01-02	574 European ancestry cases, 3,466 European ancestry controls, 201 African American cases, 260 African American controls	NA	initial	4040	European	NR	U.S., Spain	
GCST005335	29293537	Gorlova OY	2018-01-02	574 European ancestry cases, 3,466 European ancestry controls, 201 African American cases, 260 African American controls	NA	initial	461	African American or Afro-Caribbean	NR	U.S.	
GCST005333	29293537	Gorlova OY	2018-01-02	671 European ancestry cases, 3,466 European ancestry controls, 21 African American cases, 260 African American controls	NA	initial	281	African American or Afro-Caribbean	NR	U.S.	
GCST005333	29293537	Gorlova OY	2018-01-02	671 European ancestry cases, 3,466 European ancestry controls, 21 African American cases, 260 African American controls	NA	initial	4137	European	NR	U.S., Spain	
GCST005332	29293537	Gorlova OY	2018-01-02	347 European ancestry cases, 3,466 European ancestry controls, 69 African American cases, 260 African American controls	NA	initial	329	African American or Afro-Caribbean	NR	U.S.	
GCST005332	29293537	Gorlova OY	2018-01-02	347 European ancestry cases, 3,466 European ancestry controls, 69 African American cases, 260 African American controls	NA	initial	3813	European	NR	U.S., Spain	
GCST005554	29293537	Gorlova OY	2018-01-02	1,833 European ancestry cases, 3,466 European ancestry controls, 291 African American cases, 260 African American controls	NA	initial	551	African American or Afro-Caribbean	NR	U.S.	
GCST005554	29293537	Gorlova OY	2018-01-02	1,833 European ancestry cases, 3,466 European ancestry controls, 291 African American cases, 260 African American controls	NA	initial	5299	European	NR	U.S., Spain	
GCST005555	29293537	Gorlova OY	2018-01-02	1,087 European ancestry cases, 3,466 European ancestry controls, 82 African American cases, 260 African American controls	NA	initial	342	African American or Afro-Caribbean	NR	U.S.	
GCST005555	29293537	Gorlova OY	2018-01-02	1,087 European ancestry cases, 3,466 European ancestry controls, 82 African American cases, 260 African American controls	NA	initial	4553	European	NR	U.S., Spain	
GCST005553	29293537	Gorlova OY	2018-01-02	574 European ancestry cases, 3,466 European ancestry controls, 201 African American cases, 260 African American controls	NA	initial	461	African American or Afro-Caribbean	NR	U.S.	
GCST005553	29293537	Gorlova OY	2018-01-02	574 European ancestry cases, 3,466 European ancestry controls, 201 African American cases, 260 African American controls	NA	initial	4040	European	NR	U.S., Spain	
GCST005552	29293537	Gorlova OY	2018-01-02	671 European ancestry cases, 3,466 European ancestry controls, 21 African American cases, 260 African American controls	NA	initial	281	African American or Afro-Caribbean	NR	U.S.	
GCST005552	29293537	Gorlova OY	2018-01-02	671 European ancestry cases, 3,466 European ancestry controls, 21 African American cases, 260 African American controls	NA	initial	4137	European	NR	U.S., Spain	
GCST005551	29293537	Gorlova OY	2018-01-02	347 European ancestry cases, 3,466 European ancestry controls, 69 African American cases, 260 African American controls	NA	initial	3813	European	NR	U.S., Spain	
GCST005551	29293537	Gorlova OY	2018-01-02	347 European ancestry cases, 3,466 European ancestry controls, 69 African American cases, 260 African American controls	NA	initial	329	African American or Afro-Caribbean	NR	U.S.	
GCST005435	29404672	Roshandel D	2018-02-05	1,303 European ancestry individuals	NA	initial	1303	European	NR	NR	
GCST005438	29404672	Roshandel D	2018-02-05	2,019 European ancestry individuals	NA	initial	2019	European	NR	U.S., NR	
GCST005437	29404672	Roshandel D	2018-02-05	1,497 European ancestry individuals	NA	initial	1497	European	NR	U.S., NR	
GCST005436	29404672	Roshandel D	2018-02-05	3,479 European ancestry individuals	NA	initial	3479	European	NR	U.S., NR	
GCST005710	29521573	Buck D	2018-03-01	361 European, Hispanic, Asian, African or unknown ancestry cases	NA	initial	361	European, African unspecified, Asian unspecified, Hispanic or Latin American, NR	NR	NR	
GCST005706	29521573	Buck D	2018-03-01	361 European, Hispanic, Asian, African or unknown ancestry cases, 580 European, Hispanic, Asian, African or unknown ancestry controls	NA	initial	6	NR	NR	NR	
GCST005706	29521573	Buck D	2018-03-01	361 European, Hispanic, Asian, African or unknown ancestry cases, 580 European, Hispanic, Asian, African or unknown ancestry controls	NA	initial	1	Asian unspecified	NR	NR	
GCST005706	29521573	Buck D	2018-03-01	361 European, Hispanic, Asian, African or unknown ancestry cases, 580 European, Hispanic, Asian, African or unknown ancestry controls	NA	initial	926	European	NR	NR	
GCST005706	29521573	Buck D	2018-03-01	361 European, Hispanic, Asian, African or unknown ancestry cases, 580 European, Hispanic, Asian, African or unknown ancestry controls	NA	initial	7	Hispanic or Latin American	NR	NR	
GCST005706	29521573	Buck D	2018-03-01	361 European, Hispanic, Asian, African or unknown ancestry cases, 580 European, Hispanic, Asian, African or unknown ancestry controls	NA	initial	1	African unspecified	NR	NR	
