indication_mesh_id,indication_mesh_term,n_pairs,n_genes,n_A,n_B,candidate_rank,candidate_rank_score,lexical_score,exact_normalized_match,token_containment,token_jaccard,sequence_similarity,panukb_phenotype_id,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,category,is_binary,is_quantitative,pops_pass_qc,num_pops_pass_qc,filename,filename_tabix,aws_path,aws_path_tabix,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID
D000437,Alcoholism,2,2,0,2,7,11.764705882352942,11.764705882352942,False,0.0,0.0,0.5882352941176471,biomarkers|30680|both_sexes||irnt,biomarkers,30680,both_sexes,,irnt,Calcium,,Biological samples > Assay results > Blood assays > Blood biochemistry,False,True,"CSA,EUR",2,biomarkers-30680-both_sexes-irnt.tsv.bgz,biomarkers-30680-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30680-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30680-both_sexes-irnt.tsv.bgz.tbi,5758.0,856.0,7697.0,2344.0,367050.0,1361.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D000437,Alcoholism,2,2,0,2,8,11.374741200828158,8.374741200828158,False,0.0,0.0,0.4166666666666667,categorical|6138|both_sexes|100|,categorical,6138,both_sexes,100,,Qualifications,"ACE touchscreen question ""Which of the following qualifications do you have? (You can select more than one)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     A levels/AS levels and equivalent includes the Higher School Certificate  O levels/GCSEs and equivalent includes the School Certificate.     ",UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education,True,False,"AFR,CSA,EAS,EUR,MID",5,categorical-6138-both_sexes-100.tsv.bgz,categorical-6138-both_sexes-100.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6138-both_sexes-100.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6138-both_sexes-100.tsv.bgz.tbi,931.0,130.0,1412.0,358.0,73293.0,252.0,5422.0,811.0,6847.0,2167.0,343023.0,1274.0,PASS,n_too_low,PASS,PASS,PASS,PASS
D000505,Alopecia,1,1,1,0,1,11.666666666666668,11.666666666666668,False,0.0,0.0,0.5833333333333334,biomarkers|30630|both_sexes||irnt,biomarkers,30630,both_sexes,,irnt,Apolipoprotein A,,Biological samples > Assay results > Blood assays > Blood biochemistry,False,True,"CSA,EUR,MID",3,biomarkers-30630-both_sexes-irnt.tsv.bgz,biomarkers-30630-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30630-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30630-both_sexes-irnt.tsv.bgz.tbi,5732.0,846.0,7679.0,2325.0,364987.0,1360.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
D000505,Alopecia,1,1,1,0,2,11.44377990430622,8.44377990430622,False,0.0,0.0,0.42105263157894735,categorical|1468|both_sexes|2|,categorical,1468,both_sexes,2,,Cereal type,"ACE touchscreen question ""What type of cereal do you mainly eat?"" If the participant activated the Help button they were shown the message:     If you eat more than one type of cereal, please select the one that you eat the most. If you are unsure, select Do not know.      ~F1468~ was collected from all participants except those who indicated that they do not eat cereal or less than one bowl of cereal each week, as defined by their answers to ~F1458~",UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,True,False,"EUR,MID",2,categorical-1468-both_sexes-2.tsv.bgz,categorical-1468-both_sexes-2.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-1468-both_sexes-2.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-1468-both_sexes-2.tsv.bgz.tbi,749.0,88.0,1365.0,196.0,62649.0,171.0,4114.0,601.0,5090.0,1432.0,286878.0,886.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D000505,Alopecia,1,1,1,0,3,11.44377990430622,8.44377990430622,False,0.0,0.0,0.42105263157894735,categorical|1468|both_sexes|4|,categorical,1468,both_sexes,4,,Cereal type,"ACE touchscreen question ""What type of cereal do you mainly eat?"" If the participant activated the Help button they were shown the message:     If you eat more than one type of cereal, please select the one that you eat the most. If you are unsure, select Do not know.      ~F1468~ was collected from all participants except those who indicated that they do not eat cereal or less than one bowl of cereal each week, as defined by their answers to ~F1458~",UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,True,False,"EUR,MID",2,categorical-1468-both_sexes-4.tsv.bgz,categorical-1468-both_sexes-4.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-1468-both_sexes-4.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-1468-both_sexes-4.tsv.bgz.tbi,586.0,138.0,866.0,332.0,70931.0,213.0,4277.0,551.0,5589.0,1296.0,278596.0,844.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D000505,Alopecia,1,1,1,0,4,11.421052631578947,8.421052631578947,False,0.0,0.0,0.42105263157894735,phecode|327.3|both_sexes||,phecode,327.3,both_sexes,,,Sleep apnea,,neurological,True,False,"CSA,EUR",2,phecode-327.3-both_sexes.tsv.bgz,phecode-327.3-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-327.3-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-327.3-both_sexes.tsv.bgz.tbi,127.0,,151.0,,5621.0,,6495.0,,8702.0,,413908.0,,h2_z_insignificant,,PASS,,PASS,
D000505,Alopecia,1,1,1,0,5,11.333333333333334,8.333333333333334,False,0.0,0.0,0.4166666666666667,phecode|550|both_sexes||,phecode,550,both_sexes,,,Abdominal hernia,,digestive,True,False,"EAS,EUR",2,phecode-550-both_sexes.tsv.bgz,phecode-550-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550-both_sexes.tsv.bgz.tbi,617.0,112.0,,128.0,56668.0,224.0,6019.0,868.0,,2581.0,363863.0,1375.0,h2_z_insignificant,n_too_low,,PASS,PASS,h2_z_insignificant
D000505,Alopecia,1,1,1,0,6,11.333333333333334,8.333333333333334,False,0.0,0.0,0.4166666666666667,phecode|550.4|both_sexes||,phecode,550.4,both_sexes,,,Umbilical hernia,,digestive,True,False,"CSA,EUR",2,phecode-550.4-both_sexes.tsv.bgz,phecode-550.4-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550.4-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550.4-both_sexes.tsv.bgz.tbi,105.0,,90.0,,4541.0,,6019.0,,7837.0,,363863.0,,h2_z_insignificant,,PASS,,PASS,
D000505,Alopecia,1,1,1,0,7,11.051948051948052,8.051948051948052,False,0.0,0.0,0.35714285714285715,icd10|K42|both_sexes||,icd10,K42,both_sexes,,,K42 Umbilical hernia,truncated: true,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K42 Umbilical hernia,True,False,"CSA,EUR",2,icd10-K42-both_sexes.tsv.bgz,icd10-K42-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K42-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K42-both_sexes.tsv.bgz.tbi,105.0,,90.0,,4511.0,,6531.0,,8786.0,,416020.0,,h2_z_insignificant,,PASS,,PASS,
D000505,Alopecia,1,1,1,0,8,11.0,8.0,False,0.0,0.0,0.4,phecode|418|both_sexes||,phecode,418,both_sexes,,,Nonspecific chest pain,,circulatory system,True,False,"CSA,EUR",2,phecode-418-both_sexes.tsv.bgz,phecode-418-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-418-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-418-both_sexes.tsv.bgz.tbi,729.0,90.0,1267.0,153.0,33293.0,175.0,5862.0,884.0,7521.0,2543.0,384496.0,1414.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D000544,Alzheimer Disease,11,11,1,10,1,53.593477981154486,50.593477981154486,False,1.0,0.008547008547008548,0.2631578947368421,categorical|20111|both_sexes|1|,categorical,20111,both_sexes,1,,Illnesses of siblings,"This field contains the combined results of 2 ACE touchscreen questions, both asked ""Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets:      Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes.   Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer.     If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed.  If the participant activated the Help button they were shown the message:     Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once.     The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~.",UK Biobank Assessment Centre > Touchscreen > Family history,True,False,"AFR,EUR",2,categorical-20111-both_sexes-1.tsv.bgz,categorical-20111-both_sexes-1.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20111-both_sexes-1.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20111-both_sexes-1.tsv.bgz.tbi,233.0,57.0,1178.0,191.0,34434.0,132.0,4754.0,690.0,6124.0,1968.0,295907.0,1130.0,PASS,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,h2_z_insignificant
D000544,Alzheimer Disease,11,11,1,10,2,53.593477981154486,50.593477981154486,False,1.0,0.008547008547008548,0.2631578947368421,categorical|20111|both_sexes|100|,categorical,20111,both_sexes,100,,Illnesses of siblings,"This field contains the combined results of 2 ACE touchscreen questions, both asked ""Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets:      Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes.   Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer.     If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed.  If the participant activated the Help button they were shown the message:     Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once.     The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~.",UK Biobank Assessment Centre > Touchscreen > Family history,True,False,"CSA,EUR",2,categorical-20111-both_sexes-100.tsv.bgz,categorical-20111-both_sexes-100.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20111-both_sexes-100.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20111-both_sexes-100.tsv.bgz.tbi,2911.0,514.0,3631.0,1325.0,223101.0,767.0,2136.0,235.0,3658.0,844.0,108548.0,499.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D000544,Alzheimer Disease,11,11,1,10,3,53.593477981154486,50.593477981154486,False,1.0,0.008547008547008548,0.2631578947368421,categorical|20111|both_sexes|101|,categorical,20111,both_sexes,101,,Illnesses of siblings,"This field contains the combined results of 2 ACE touchscreen questions, both asked ""Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets:      Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes.   Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer.     If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed.  If the participant activated the Help button they were shown the message:     Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once.     The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~.",UK Biobank Assessment Centre > Touchscreen > Family history,True,False,"AFR,EUR",2,categorical-20111-both_sexes-101.tsv.bgz,categorical-20111-both_sexes-101.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20111-both_sexes-101.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20111-both_sexes-101.tsv.bgz.tbi,4471.0,635.0,6489.0,1930.0,281648.0,1060.0,630.0,120.0,835.0,263.0,53410.0,206.0,PASS,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,h2_z_insignificant
D000544,Alzheimer Disease,11,11,1,10,4,53.593477981154486,50.593477981154486,False,1.0,0.008547008547008548,0.2631578947368421,categorical|20111|both_sexes|9|,categorical,20111,both_sexes,9,,Illnesses of siblings,"This field contains the combined results of 2 ACE touchscreen questions, both asked ""Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets:      Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes.   Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer.     If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed.  If the participant activated the Help button they were shown the message:     Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once.     The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~.",UK Biobank Assessment Centre > Touchscreen > Family history,True,False,"CSA,EUR",2,categorical-20111-both_sexes-9.tsv.bgz,categorical-20111-both_sexes-9.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20111-both_sexes-9.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20111-both_sexes-9.tsv.bgz.tbi,987.0,79.0,2259.0,371.0,28107.0,240.0,4085.0,670.0,5142.0,1801.0,301553.0,1033.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D000544,Alzheimer Disease,11,11,1,10,5,52.754637735892246,49.754637735892246,False,1.0,0.007936507936507936,0.2222222222222222,categorical|20107|both_sexes|1|,categorical,20107,both_sexes,1,,Illnesses of father,"This field contains the combined results of 2 ACE touchscreen questions, both asked ""Has/did your father ever suffer from? (You can select more than one answer)"" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets:      Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes.   Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer.     If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed.  If the participant activated the Help button they were shown the message:     Answer this question for blood relations only. If you are not sure if your father suffered from any of the listed illnesses please select Do not know. If you know your father suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about.      The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural father was still alive or had died, as defined by their answers to ~F1797~. Note that although Breast cancer is present in ~C1010~, participants were not presented with this option when selecting Father illnesses.",UK Biobank Assessment Centre > Touchscreen > Family history,True,False,"AFR,CSA,EAS,EUR",4,categorical-20107-both_sexes-1.tsv.bgz,categorical-20107-both_sexes-1.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20107-both_sexes-1.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20107-both_sexes-1.tsv.bgz.tbi,490.0,206.0,2401.0,350.0,121257.0,295.0,4064.0,560.0,4799.0,1739.0,250086.0,952.0,PASS,n_too_low,PASS,PASS,PASS,h2_z_insignificant
D000544,Alzheimer Disease,11,11,1,10,6,52.754637735892246,49.754637735892246,False,1.0,0.007936507936507936,0.2222222222222222,categorical|20107|both_sexes|100|,categorical,20107,both_sexes,100,,Illnesses of father,"This field contains the combined results of 2 ACE touchscreen questions, both asked ""Has/did your father ever suffer from? (You can select more than one answer)"" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets:      Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes.   Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer.     If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed.  If the participant activated the Help button they were shown the message:     Answer this question for blood relations only. If you are not sure if your father suffered from any of the listed illnesses please select Do not know. If you know your father suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about.      The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural father was still alive or had died, as defined by their answers to ~F1797~. Note that although Breast cancer is present in ~C1010~, participants were not presented with this option when selecting Father illnesses.",UK Biobank Assessment Centre > Touchscreen > Family history,True,False,"CSA,EUR",2,categorical-20107-both_sexes-100.tsv.bgz,categorical-20107-both_sexes-100.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20107-both_sexes-100.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20107-both_sexes-100.tsv.bgz.tbi,2089.0,322.0,2434.0,898.0,136194.0,537.0,2512.0,440.0,4600.0,1201.0,230673.0,697.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
